,Id,Name,NativeName,Description,MainRuleset,LudiiRuleset,Reference,Origin,DLPGame,PublicGame,knownAliases,Author,Publisher,ProprietaryGame,Credit,SeeAlso,BGGId,OriginPoint,EvidenceRange,WishlistGame,Notes,HelpUs,ForceRulesetInLud,DisableWebApp,ReconstructionDescriptionDone
441,529,Triad,,"Triad is an abstract board game for three players which features an interesting move mechanic; the players dictate move order as the game progresses. It arose out of discussions with Joao Neto and Bill Taylor in November 2002.

The game is played on a tricoloured hexagonal grid with five cells per side. The three players are called Red, Green and Blue, and each player owns the cells and the pieces that bear their colour.",553,553.0,,,0,1,,Cameron Browne,"<a href=""https://www.nestorgames.com"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />nestorgames</a>, Pancerola (used with permission)",0,Eric Piette,,251722.0,,"0,5520",0,,0,0,0,0
442,530,Block,,"One of the most commonly played Dominoes game, Block uses most of the rules shared by other Dominoes games worldwide.",554,554.0,,,0,1,"Block Dominoes, the Block Game, Allies",,,0,Eric Piette,,131140.0,,"0,5520",0,,0,0,1,0
443,531,Three-Player Hex,,,555,555.0,,,0,1,,Thomas Sibley,,0,,,,,"0,5520",0,,0,0,0,0
444,532,Jekab,,"Jekab is a Draughts game played in the Marshall Islands. It appears to be a derivative of American Pool Checkers, which is identical except for the promotion of the king.",561,561.0,,Mershall islands,1,1,Marshallese Checkers,,,0,Eric Piette,,,"7°5'29.06""N, 171°22'55.40""E","5517,5518",0,,0,0,0,0
445,533,Ja-Jeon-Geo-Gonu,,Ja-Jeon-Geo-Gonu is a Korean game of uncertain history.,574,574.0,"<a href=""http://www.nol2i.com/s_5/s_51/bike1-2.htm"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />nol2i</a>",,0,1,"자전거고누, Bicycle Game",,,0,Eric Piette,,,,"0,5520",0,,0,0,0,0
446,534,Morra,,Morra is a hand game of uncertain history from the Mediterranean region.,600,600.0,"<a href=""https://en.wikipedia.org/wiki/Morra_(game)"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />Wikipedia</a>",Mediterranean region,0,1,,,,0,Eric Piette,,,,"0,5520",0,,0,0,1,0
447,537,Tic-Tac-Chess,,,602,602.0,"Scot Morris, 'Omni Games', 1983: 13.",,0,1,,Michael Waitsman,,0,Cameron Browne,,,,"0,5520",0,,0,0,0,0
448,538,Portes,,"Portes is a game that is closely similar to Backgammon played in the eastern Mediterranean. It is frequently played as part of Tavli, where it is played in succession with Plakoto and Fevga.",603,603.0,,,1,1,,,,0,Eric Piette,,,"35°30'49.50""N, 24°1'5.40""E","5494,5496",0,,0,0,0,0
449,539,Tavli,,"Tavli is played in the eastern Mediterranean, particularly Greece and Cyprus, where the games Portes, Plakoto, and Fevga are played in succession.",605,605.0,,eastern Mediterranean,1,1,Tavla,,,0,,,,"35°30'49.50""N, 24°1'5.40""E","5494,5496",0,,0,0,1,0
450,541,Game of Solomon,,Small draughts-like game invented by Martin Gardner on an unusual board.,604,604.0,,,0,1,,Martin Gardner,"Kadon Enterprises (<a href=""http://www.gamepuzzles.com"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />gamepuzzles</a>)",0,Cameron Browne,,12702.0,,"0,5520",0,,0,0,0,0
451,542,Wagner,,"Wagner is a two-player graph theory game based on the Wagner graph, which is a Mobius ladder with 8 vertices. In this graph, the diameter and the radius are both equal to 2.  
",614,614.0,,,0,1,,Tahmina Begum,,0,Tahmina Begum,,,,"0,5520",0,,0,0,0,0
452,543,Icosian,,"The Icosian Game was invented in 1857 by William Rowan Hamilton. It is also called the Hamiltonian game (Ball and Coxeter 1987, p. 262), is the problem of finding a Hamiltonian cycle along the edges of a dodecahedron. Hamilton sold this game to a London game dealer in 1859 for 25 pounds, and the game was subsequently marketed in Europe in a number of forms (Gardner 1957). The game marketed two versions of it, under the name Around the World. One version, for the parlor, was played on a flat board; another, for the traveler, consisted of an actual dodecahedron. In both cases, nails at each vertex stood for a major city of the world and the player wrapped a piece of string around these nails as they went. In the event, the game was a complete sales flop, mainly because it was too easy, even for children – but not for Hamilton himself who always used the icosian calculus to figure out his moves, instead of just trying different paths like everyone else!",615,615.0,"<a href=""https://mathworld.wolfram.com/IcosianGame.html"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />mathworld</a> and <a href=""https://www.daviddarling.info/encyclopedia/I/Icosian_Game.html"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />daviddarling</a>",,0,1,Hamiltonian game,Sir William Rowan Hamilton,,0,Tahmina Begum,,,,"0,5520",0,,0,0,0,0
453,544,Hamiltonian Maze,,"A Hamiltonian cycle is a closed loop on a graph, where every node of the graph is visited exactly once. The goal of this puzzle is to colour edges such that the coloured edges form a Hamiltonian cycle.",616,616.0,"<a href=""https://www2.stetson.edu/~efriedma/puzzle/ham/"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />stetson.edu</a>",,0,1,,Erich Friedman,,0,Tahmina Begum,,,,"0,5520",0,,0,0,0,0
454,545,Sim,,Sim is a pencil-and-paper game played by two players.,617,617.0,"<a href=""https://en.wikipedia.org/wiki/Sim_(pencil_game)"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />Wikipedia</a>",,0,1,,Gustavus J. Simmons,,0,Tahmina Begum,,,,"0,5520",0,,0,0,0,0
455,546,MaxMatch,,"MaxMatch is a 2-player game. This game is based on the principle of ""matching"" in graph theory. ",618,618.0,,,0,1,,Tahmina Begum,,0,Tahmina Begum,,,,"0,5520",0,,0,0,0,0
456,547,Two-Colour,,"Two-Colour is a 2-player graph theory game. It can be played on any graph. 
",619,619.0,,,0,1,,Tahmina Begum,,0,Tahmina Begum,,,,"0,5520",0,,0,0,0,0
457,548,DisPath,,"DisPath is a 2-player graph theory game, which can be played on vertices or edges of any graph. The aim of the game is to make more disjoint paths. Every disjoint path needs to be fully disconnected from any other friendly path. The length of the path can be any integer (in this game, we have used k = 3). The motivation comes from the Disjoint path problem in graph theory. ",620,620.0,,,0,1,,Tahmina Begum,,0,Tahmina Begum,,,,"0,5520",0,,0,0,0,0
458,549,Clobber,,"Clobber is an abstract strategy game invented in 2001 by combinatorial game theorists Michael H. Albert, J.P. Grossman and Richard Nowakowski.",629,629.0,"<a href=""https://en.wikipedia.org/wiki/Clobber"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />Wikipedia</a>",,0,1,,"Michael H. Albert, J.P. Grossman and Richard Nowakowski.",,0,Cameron Browne 2020-05-14,,23864.0,,"0,5520",0,,0,0,0,0
459,550,Phantom Go,,"Phantom Go is a variant of Go for two players and a referee. The players only see their own stones, but they don't know where the opponent plays. The referee sees the moves of both players and takes care that they only play legal moves.",630,630.0,"<a href=""https://senseis.xmp.net/?PhantomGo"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />senseis.xmp.net</a>",,0,1,,,,0,Eric Piette,,,,"0,5520",0,,0,0,0,0
460,551,Ultimate Tic-Tac-Toe,,Ultimate Tic-Tac-Toe is a board game composed of nine Tic-Tac-Toe boards arranged in a 3x3 grid.,631,631.0,"<a href=""https://en.wikipedia.org/wiki/Ultimate_tic-tac-toe"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />Wikipedia</a>",Observed by Ben Orlin in 2013: https://mathwithbaddrawings.com/2013/06/16/ultimate-tic-tac-toe/,0,1,"Super Tic-Tac-Toe, Strategic Tic-Tac-Toe, Meta Tic-Tac-Toe, Tic-Tac-Tic-Tac-Toe-Toe, (Tic-Tac-Toe)^2",,,0,Cameron Browne 16/5/2020,,42336.0,,"0,5520",0,,0,0,0,0
461,552,Bagh Guti,,"Bagh Guti is a hunt game from South Asia similar to others throughout the region. It is unique, though, because the goat pieces can be stacked on one another.",632,632.0,Murray 1951: 110. ,South Asia,1,1,"Bagh Gutti, Bagh Bandi",,,0,Eric Piette,,31289.0,"25°12'35.98""N, 80°55'11.08""E","5406,5433",0,,0,0,0,0
462,553,Santorini,,"Santorini is an accessible strategy game, simple enough for an elementary school classroom while aiming to provide gameplay depth and content for hardcore gamers to explore.",639,639.0,"<a href=""https://boardgamegeek.com/boardgame/194655/santorini"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />BGG</a>",,0,1,산토리니,Gordon Hamilton,Roxley,0,Eric Piette,,194655.0,,"0,5520",0,,0,0,0,0
463,554,Aj Sayil,,"Aj Sayil, ""The Wee-wee Ant"" is a game played by the Maya in Belize, the first game played as part of the game Bul. It is a race game with captures, where captured pieces must be taken back to the start in a stack.",642,642.0,,,1,1,,,,0,Eric Piette,,,"16°42'9.90""N, 88°25'24.33""W","5493,5494",0,,0,1,0,0
464,555,Aj T'iwil,,"Aj T'iwil, ""The Eagle,"" is a game played by the Maya in Belize, as part of the game Bul. It is a race game with captures, and is played second in the order of games making up Bul.",644,644.0,,,1,1,,,,0,Eric Piette,,,"16°42'9.90""N, 88°25'24.33""W","5493,5494",0,,0,1,0,0
465,556,Aj Sina'anil,,"Aj Sina'anil, ""The Scorpion,"" is a game played by the Maya in Belize, as part of the game Bul. It is a race game with captures, where captured pieces must be taken back to the start in a stack. It is played third in the sequence making up Bul.

",645,645.0,,,1,1,,,,0,Eric Piette,,,"16°42'9.90""N, 88°25'24.33""W","5493,5494",0,,0,1,0,0
466,557,Aj Sakakil,,"Aj Sakakil, ""The Army-Ants,"" is a game played by the Maya and is the fourth game played in the sequence known as Bul. ",646,646.0,,,1,1,,,,0,Eric Piette,,,"16°42'9.90""N, 88°25'24.33""W","5493,5494",0,,0,1,0,0
467,558,A K'aak'il,,"A K'aak'il, ""The Fire,"" is one of the constituent games of Bul. It is the last game played in the sequence, and is a race game with captures and stacking.",648,648.0,,,1,1,,,,0,Eric Piette,,,"16°42'9.90""N, 88°25'24.33""W","5493,5494",0,,0,1,0,0
468,559,Pagade Kayi Ata (Sixteen-handed),,Pagade Kayi Ata was a version of Pachisi invented by Maharaja Krishnaraja Wadiyar III of Mysore. This game can be played by up to sixteen players.,653,653.0,,Mysore,1,1,Sixteen-handed Pachisi,,,0,Eric Piette,,,"12°17'44.92""N, 76°38'21.77""E","5358,5358",0,,0,1,0,0
469,560,Score Four,,Score Four is a 3D version of Connect Four on a 4x4x4 board.,656,656.0,"<a href=""https://boardgamegeek.com/boardgame/3656/score-four"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />BGG</a>",,0,1,,H. Heller and A. P. Nienstaedt,,0,Cameron Browne 26/6/2020,,3656.0,,"0,5520",0,,0,0,0,0
470,561,Awagagae,,Awagagae is a two-row mancala-style board game from Eritrea. It is closely related to other Gabata games from the region.,659,659.0,,Horn of Africa,1,1,Gabata,,,0,Eric Piette,,,"16°5'21.52""N, 37°40'50.89""E","5471,5471",0,,0,0,0,0
471,562,Gabata (Ghinda),,"Gabata is a term for many games played throughout the Horn of Africa. This version is played in Ghinda, and is similar to others played throughout Eritrea.",661,661.0,,Horn of Africa,1,1,,,,0,Eric Piette,,,"15°26'48.60""N, 39°5'49.61""E","5471,5471",0,,0,0,0,0
472,563,Ciri Amber,,"Ciri Amber is a multiplayer graph theory game, which is based on the principle of regular graphs. A graph is regular if all the vertices have the same degree. ",660,660.0,,,0,1,,Tahmina Begum,,0,Tahmina Begum,,,,"0,5520",0,,0,0,0,0
473,565,Flowers,,"A simple 4-in-a-row game played on an unusual board, which is the dual of the semi-regular 3.3.3.3.6 tiling.",663,663.0,,,0,1,,Cameron Browne,,0,Cameron Browne 15/6/2020,,,,"0,5520",0,,0,0,0,0
474,577,Banqi,,"Banqi is a two-player Chinese board game played on a 4×8 grid, or half of the xiangqi (Chinese chess) board. 

The pieces, as in Western chess, are placed inside the squares, rather than on the intersections as in Chinese chess.",673,673.0,"<a href=""https://en.wikipedia.org/wiki/Banqi"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />Wikipedia</a>",,0,1,"Half Chess, Dark Chess, Blind Chess",,,0,Eric Piette,,29741.0,,"0,5520",0,,0,0,0,0
475,578,Onek Rong,,"Onek Rong is a multiplayer graph theory game, which can be played by two or more players. It is played on an undirected and vertex-weighted graph. ",674,674.0,,,0,1,,Tahmina Begum,,0,Tahmina Begum,,,,"0,5520",0,,0,0,0,0
476,579,Ringo,,An original n-in-row game with discs and rings.,676,676.0,"<a href=""https://boardgamegeek.com/boardgame/261490/ringo"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />BGG</a>",,0,1,,Julien Griffon,Steffen-Spiele,0,Eric Piette and Cameron Browne.,,261490.0,,"0,5520",0,,0,0,1,0
477,580,Crossline,,Crossline is a mathematical game published in the october 2009 issue of Games Magazine. It's a pencil and paper game for two players.,678,678.0,"<a href=""https://boardgamegeek.com/boardgame/58671/crossline"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />BGG</a>",,0,1,,Rodrigo Jorquera,,0,Tahmina Begum 22-06-2020,,58671.0,,"0,5520",0,,0,0,0,0
478,581,Chomp,,"Chomp is a two-player strategy game played on a rectangular grid made up of smaller square cells, which can be thought of as the blocks of a chocolate bar.",679,679.0,"<a href=""https://en.wikipedia.org/wiki/Chomp"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />Wikipedia</a>",,0,1,,Frederik Schuh.,,0,Eric Piette,,37354.0,,"0,5520",0,,0,0,0,0
479,582,Line and Cross,,Line and Cross is a multi-player mathematical game.,680,680.0,,,0,1,,Tahmina Begum,,0,Tahmina Begum 22-06-2020,,,,"0,5520",0,,0,0,0,0
480,583,Bizingo,,Bizingo is a two-player strategy board game created sometime in the 1850s in the United States. Two opposing armies on a triangular grid face off against one another. ,681,681.0,"<a href=""https://en.wikipedia.org/wiki/Bizingo"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />Wikipedia</a>",,0,1,,,,0,Eric Piette,,13765.0,,"0,5520",0,,0,0,0,0
481,584,CrossGeo,,"The game CrossGeo is a 2-player mathematical game. The game has three different versions: CrossGeo, CrossGeoR-B, and CrossGeoR-G-B. CrossGeo is the basic version, which can be played on graphs with onlu green (shared) edges.",682,682.0,,,0,1,,Tahmina Begum,,0,Tahmina Begum 22-06-2020,,,,"0,5520",0,,0,0,0,0
482,585,Cram,,"Cram is a mathematical game played on a sheet of graph paper. It is the impartial version of Domineering and the only difference in the rules is that each player may place their dominoes in either orientation, but it results in a very different game.",683,683.0,"<a href=""https://en.wikipedia.org/wiki/Cram_(game)"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />Wikipedia</a>",,0,1,"Plugg, Dots and Pairs",Martin Gardner,,0,Eric Piette,,,,"0,5520",0,,0,0,1,0
483,586,Theseus and the Minotaur,,"Theseus and the Minotaur is a type of logic maze designed by Robert Abbott. In this maze, the player acts as Theseus, who is attempting to escape the Labyrinth.",684,684.0,"<a href=""https://en.wikipedia.org/wiki/Theseus_and_the_Minotaur"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />Wikipedia</a>",,0,1,,Robert Abbott,,0,Eric Piette,,,,"0,5520",0,,0,0,0,0
484,587,Chase,,Chase is a turn-based computer game in which players are tasked with escaping from robots programmed to pursue and kill them. The player attempts to destroy the robots by moving in such a way that the robots collide with each other or other obstacles.,685,685.0,"<a href=""https://en.wikipedia.org/wiki/Chase_(video_game)"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />Wikipedia</a>",,0,1,,,,0,Eric Piette,,,,"0,5520",0,,0,0,0,0
485,588,Patolli,,"Patolli is a name which is used to refer to several different games in Mesoamerica. This game, which takes the shape of  square or circular circuit of spaces with the midpoints of the sides connected by a crossed track, is the most common, older, and more widespread game of the region.",686,686.0,Swezey and Bittman 1983.,Mexico,1,1,,,,0,,,,"15°10'37.94""N, 85°0'43.26""W","3750,5050",1,,0,0,0,0
486,589,Radran,,Radran is a graph theory game that uses a regular graph mechanism. A regular graph is a graph where each vertex has the same number of neighbours; i.e. every vertex has the same degree. Radran can be played on any undirected and edge-weighted graph. It can be played with two or more player.,691,691.0,,,0,1,,Tahmina Begum,,0,Tahmina Begum,,,,"0,5520",0,,0,0,0,0
487,592,Ilpion,,Ilpion is a graph theory game that uses a centroid decomposition method. It is played on an undirected and unweighted tree. The board graph is initially coloured with a common colour.,694,694.0,,,0,1,,Tahmina Begum,,0,Tahmina Begum 01-06-2020,,,,"0,5520",0,,0,0,0,0
488,593,SpanRups,,"The SpanRups is a graph theory game that uses concepts of spanning tree, and spanning caterpillar tree. A spanning tree T of an undirected graph G is a subgraph that is a tree which includes all of the vertices of G.  The spanning caterpillar tree C is a spanning tree in which all the vertices are within distance 1 from a central path.",695,695.0,,,0,1,,Tahmina Begum,,0,Tahmina Begum 22-05-2020,,,,"0,5520",0,,0,0,0,0
489,594,OddEvenTree,,"OddEvenTree is a graph theory game. It is played on an undirected, cyclic, and edge-weighted graph.",696,696.0,,,0,1,,Tahmina Begum,,0,Tahmina Begum 29-06-2020,,,,"0,5520",0,,0,0,0,0
490,595,Hackenbush,,"Hackenbush is a two-player game, invented by the mathematician John Horton Conway. It may be played on any configuration of coloured line segments connected to one another by their end points and to a ground line. 
",697,697.0,"<a href=""https://en.wikipedia.org/wiki/Hackenbush"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />Wikipedia</a>",,0,1,,John Horton Conway,,0,Tahmina Begum 11-06-2020,,42891.0,,"0,5520",0,,0,0,0,0
